startup_name,description,funding_amount,industry,location,employees,website,founders,founder_emails,founder_linkedin,source,batch
Deepcell,"Deepcell uses AI to isolate and capture cells based on morphological features, for multiple research and translational applications


Healthcare Biotech Artificial Intelligence

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


51-100 employeesFounded: 2017

**Funding:**

Andreessen Horowitz$73M Series B in 2022

**Take action:**

[See who works here 🤝](https://linkedin.com/company/deepcell-inc)

[Read reviews ⭐](https://www.glassdoor.com/Reviews/Deepcell-Reviews-E4989129.htm)

[C",$73M,"Biotech, Healthcare, Artificial Intelligence","San Francisco Bay Area, California, USA",100,http://www.deepcellbio.com/,,,,topstartups.io,
BillionToOne,"BillionToOne is a precision diagnostics company that makes molecular diagnostics.


HealthcareMedicalBiotech

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


201-500 employeesFounded: 2016

**Funding:**

Y Combinator$125M Series C in 2022

**Take action:**

[See who works here 🤝](https://linkedin.com/company/billiontoone)

[Check company site 📌](http://www.billiontoone.com/?utm_source=topstartups.io)

[View Jobs](https://boards.greenhouse.io/billiontoone/?utm_source=topstartups.",$125M,"Biotech, Healthcare","San Francisco Bay Area, California, USA",500,http://www.billiontoone.com/,,,,topstartups.io,
Scipher Medicine,"Scipher Medicine develops a healthcare platform designed to determine which drug will work best for each patient.


HealthcareBiotech

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


101-200 employeesFounded: 2014

**Funding:**

Khosla Ventures$110M Series D in 2022

**Take action:**

[See who works here 🤝](https://linkedin.com/company/sciphermedicine)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Scipher-Medicine-EI_IE3253998.11,27.htm)

[Check company site 📌](http://www.s",$110M,"Biotech, Healthcare","Boston, Massachusetts, USA",200,http://www.sciphermedicine.com/,,,,topstartups.io,
Cellino,"Cellino Biotech develops intracellular delivery lasers and nanotechnology for gene editing applications.


BiotechNanotechnology

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2017

**Funding:**

Khosla Ventures$80M Series A in 2022

**Take action:**

[See who works here 🤝](https://linkedin.com/company/cellinobio)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Cellino-Biotech-EI_IE3121707.11,26.htm)

[Check company site 📌](http://www.cellinobio.com/",$80M,Biotech,"Boston, Massachusetts, USA",50,http://www.cellinobio.com/,,,,topstartups.io,
Fountain Therapeutics,"Fountain Therapeutics is discovering and developing treatments for aging-associated diseases.


BiotechHealthcareMedical

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


11-50 employeesFounded: 2018

**Funding:**

Khosla Ventures$15M Series A in 2021

**Take action:**

[See who works here 🤝](https://linkedin.com/company/fountaintx)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Fountain-Therapeutics-EI_IE3204396.11,32.htm)

[Check company site 📌](http://fountain",$15M,"Biotech, Healthcare","San Francisco Bay Area, California, USA",50,http://fountaintx.com/,,,,topstartups.io,
Benchling,"Building Office Suite for pharma, biotech, life sciences research


HealthcareBiotech

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


501-1000 employeesFounded: 2012

**Funding:**

SequoiaAndreessen HorowitzBenchmarkY Combinator$100M Series F in 2021$6.1B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/benchling)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Benchling-EI_IE1291069.11,20.htm)

[Check company site 📌](http://www.b",$100M,"Biotech, Healthcare","San Francisco Bay Area, California, USA",1000,http://www.benchling.com/,,,,topstartups.io,
Cambridge Epigenetix,"Cambridge Epigenetix is using epigenetics to reduce diagnostic tests for common cancers to a simple blood draw.


BiotechHealthcareMedical

**Quick facts:**

📍HQ: London, England, United Kingdom


11-50 employeesFounded: 2012

**Funding:**

Sequoia$88M Series D in 2021$350M valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/cambridge-epigenetix)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Cambridge-Epigenetix-EI_IE3756400.11,31.htm)

[Check compa",$88M,"Biotech, Healthcare","London, England, United Kingdom",50,http://www.cambridge-epigenetix.com/,,,,topstartups.io,
DUST Identity,"We link physical objects to their digital records securely.


CybersecurityNanotechnology

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2018

**Funding:**

Kleiner Perkins$40M Series B in 2023

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/dust-identity-inc)

[Read reviews ⭐](https://www.glassdoor.com/job-listing/senior-back-end-software-engineer-dust-identity-JV_IC1154571_KO0,33_KE34,47.htm?jl=4088516813)

[Check company site 📌](http://",$40M,Cybersecurity,"Boston, Massachusetts, USA",50,http://dustidentity.com/,,,,topstartups.io,
Claim,"Discover your new favorite things, earn cash back, and share the benefits with friends


Consumer Social E-Commerce

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


1-10 employeesFounded: 2021

**Funding:**

Sequoia$4M Seed in 2023

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/claim-co/)

[Check company site 📌](https://www.claim.co/?utm_source=topstartups.io)

[View Jobs](https://claimco.notion.site/Joining-Claim-d44d1800b5924fe2a7da22326ce34743?utm_source=topsta",$4M,E-Commerce,"Boston, Massachusetts, USA",10,https://www.claim.co/,,,,topstartups.io,
Zus Health,"Zus empowers an entirely new wave of healthcare builders to create technologies and services without the usual blockers


HealthcareMedicalSoftware

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


51-100 employeesFounded: 2020

**Funding:**

Andreessen Horowitz$40M Series A in 2023

**Take action:**

[See who works here 🤝](https://linkedin.com/company/zus-health)

[Check company site 📌](http://zushealth.com/?utm_source=topstartups.io)

[View Jobs](https://jobs.lever.co/zushealth/?utm_source=",$40M,Healthcare,"Boston, Massachusetts, USA",100,http://zushealth.com/,,,,topstartups.io,
Asimov,"Asimov builds tools to program living cells.


Biotech

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2017

**Funding:**

Andreessen Horowitz$175M Series B in 2023

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/asimov/)

[Check company site 📌](http://www.asimov.io/?utm_source=topstartups.io)

[View Jobs](https://jobs.lever.co/asimov?utm_source=topstartups.io)

[![Ori startup company logo](https://img-cdn.tnwcdn.com/image?url=https%3A%2F%2",$175M,Biotech,"Boston, Massachusetts, USA",50,http://www.asimov.io/,,,,topstartups.io,
Ori,"Ori is a smart space company that designs multi-functional, robotic-powered interior solutions.


RoboticsArchitectureHardware

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2015

**Funding:**

Khosla Ventures$20M Series B in 2022

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/ori-living/)

[Check company site 📌](https://www.oriliving.com/?utm_source=topstartups.io)

[View Jobs](https://angel.co/company/oriliving/jobs?utm_source=topstartu",$20M,,"Boston, Massachusetts, USA",50,https://www.oriliving.com/,,,,topstartups.io,
CAMP4 Therapeutics,"BioTech. Solving how genes are controlled to drive the efficient development of treatments.


Biotech

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


51-100 employeesFounded: 2016

**Funding:**

Andreessen Horowitz$100M Series B in 2022

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/camp4-therapeutics)

[Read reviews ⭐](https://www.glassdoor.com/Reviews/CAMP4-Reviews-E2187913.htm)

[Check company site 📌](http://www.camp4tx.com/?utm_source=topstartups.io)

[View J",$100M,Biotech,"Boston, Massachusetts, USA",100,http://www.camp4tx.com/,,,,topstartups.io,
Devo,"Devo is a cybersecurity company that provides cloud-native logging and security analytics for organizations.


Cybersecurity Enterprise Software

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


501-1000 employeesFounded: 2011

**Funding:**

Bessemer$100M Series F in 2022$2.0B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/devoinc)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Devo-EI_IE2313956.11,15.htm)

[Check company site 📌](http://www.d",$100M,"Cybersecurity, Enterprise Software","Boston, Massachusetts, USA",1000,http://www.devo.com/,,,,topstartups.io,
Scipher Medicine,"Scipher Medicine develops a healthcare platform designed to determine which drug will work best for each patient.


HealthcareBiotech

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


101-200 employeesFounded: 2014

**Funding:**

Khosla Ventures$110M Series D in 2022

**Take action:**

[See who works here 🤝](https://linkedin.com/company/sciphermedicine)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Scipher-Medicine-EI_IE3253998.11,27.htm)

[Check company site 📌](http://www.s",$110M,"Biotech, Healthcare","Boston, Massachusetts, USA",200,http://www.sciphermedicine.com/,,,,topstartups.io,
Starburst Data,"Starburst Data is a data access and analytics company developing an SQL query engine.


SoftwareAnalyticsData Science

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


201-500 employeesFounded: 2017

**Funding:**

Andreessen Horowitz$250M Series D in 2022$3.4B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/starburstdata)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Starburst-EI_IE2000441.11,20.htm)

[Check company site 📌](http://www.starbur",$250M,,"Boston, Massachusetts, USA",500,http://www.starburstdata.com/,,,,topstartups.io,
Cellino,"Cellino Biotech develops intracellular delivery lasers and nanotechnology for gene editing applications.


BiotechNanotechnology

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2017

**Funding:**

Khosla Ventures$80M Series A in 2022

**Take action:**

[See who works here 🤝](https://linkedin.com/company/cellinobio)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Cellino-Biotech-EI_IE3121707.11,26.htm)

[Check company site 📌](http://www.cellinobio.com/",$80M,Biotech,"Boston, Massachusetts, USA",50,http://www.cellinobio.com/,,,,topstartups.io,
Commonwealth Fusion,"Building the path to clean, carbon-free, limitless energy


SustainabilityRenewable Energies

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


101-200 employeesFounded: 2017

**Funding:**

Khosla Ventures$2B Series B in 2021

**Take action:**

[See who works here 🤝](https://linkedin.com/company/commonwealth-fusion-systems)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Commonwealth-Fusion-Systems-EI_IE2297734.11,38.htm)

[Check company site 📌](http://www.cfs.energy/?utm_sourc",$2B,,"Boston, Massachusetts, USA",200,http://www.cfs.energy/,,,,topstartups.io,
Neural Magic,"Machine learning without limits


Machine LearningArtificial IntelligenceSoftware

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2017

**Funding:**

Andreessen Horowitz$30M Series A in 2021

**Take action:**

[See who works here 🤝](https://linkedin.com/company/neural-magic)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Neural-Magic-EI_IE3089234.11,23.htm)

[Check company site 📌](http://neuralmagic.com/?utm_source=topstartups.io)

[View Jobs](https:",$30M,Artificial Intelligence,"Boston, Massachusetts, USA",50,http://neuralmagic.com/,,,,topstartups.io,
eGenesis,"eGenesis is a life sciences company focused on development and commercialization of engineered organisms for the benefit of human health.


Biotech

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


51-100 employeesFounded: 2014

**Funding:**

Khosla Ventures$125M Series C in 2021$99M valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/egenesisbio)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-EGensis-Bio-EI_IE1176177.11,22.htm)

[Check company si",$125M,Biotech,"Boston, Massachusetts, USA",100,http://www.egenesisbio.com/,,,,topstartups.io,
ROME Therapeutics,"ROME Therapeutics is developing novel therapies for cancer and autoimmune diseases by harnessing the power of the repeatome.


BiotechHealthcarePharmaceuticals

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2020

**Funding:**

Andreessen Horowitz$50M Series B in 2021$70M valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/rome-therapeutics)

[Check company site 📌](http://rometx.com/?utm_source=topstartups.io)

[View Jobs](https://rometx.",$50M,"Biotech, Healthcare","Boston, Massachusetts, USA",50,http://rometx.com/,,,,topstartups.io,
Centaur Labs,"Labeling medical images at scale


Artificial IntelligenceData ScienceMachine LearningHealthcare

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2017

**Funding:**

Y Combinator$15M Series A in 2021

**Take action:**

[See who works here 🤝](https://linkedin.com/company/centaur-labs)

[Check company site 📌](http://www.centaurlabs.com/?utm_source=topstartups.io)

[View Jobs](https://www.centaurlabs.com/open-positions?utm_source=topstartups.io)

[![Connie Health startup",$15M,"Healthcare, Artificial Intelligence","Boston, Massachusetts, USA",50,http://www.centaurlabs.com/,,,,topstartups.io,
Connie Health,"Connie Health empowers older Americans to make confident, worry-free healthcare decisions.


HealthcareMedical

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


11-50 employeesFounded: 2019

**Funding:**

Khosla Ventures$13M Series A in 2021

**Take action:**

[See who works here 🤝](https://linkedin.com/company/conniehealth)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Connie-Health-EI_IE5400205.11,24.htm)

[Check company site 📌](http://www.conniehealth.com/?utm_source=tops",$13M,Healthcare,"Boston, Massachusetts, USA",50,http://www.conniehealth.com/,,,,topstartups.io,
Circle,"Circle is a global internet finance company, built on blockchain technology and powered by crypto assets.


FinTechCryptoBanking

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


201-500 employeesFounded: 2013

**Funding:**

AccelPost-IPO$9.0B valuation

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/circle-internet-financial/)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Circle-Internet-Financial-EI_IE1291298.11,36.htm)

[Check company site 📌](ht",$9.0B,FinTech,"Boston, Massachusetts, USA",500,http://circle.com/,,,,topstartups.io,
